"x" "y"
248.504920374602 13.0061203241348
71.0118152066134 111.928947716951
127.304990253411 84.4353284239769
121.275220280048 90.418768286705
126.378855048213 94.9738520681858
125.804026209284 85.2768088579178
65.3179906574078 112.423434108496
63.7829067553394 109.657039433718
39.8314288975671 72.7713676095009
60.9084333959036 101.43422549963
46.883213324938 70.0709335803986
75.6151060154662 100.7744615376
166.168500090484 84.7852373123169
225.306496154051 20.4013370871544
48.4661017633043 93.5743242204189
68.1683122520335 111.467922627926
85.4080308345146 106.82189655304
109.742477831896 109.746677488089
113.332597165834 101.001503914595
73.8270997228101 87.4054820239544
79.2469660188071 106.328202933073
68.3785455808975 103.39717951417
126.05619193567 104.80232667923
85.2309355423786 110.255584418774
60.3117685969919 99.6728412508965
107.290678535122 88.0013239681721
105.629990022629 90.4184897243977
123.943746895064 93.5303961932659
97.7276391466148 106.009589463472
59.1152036557905 98.5002989768982
93.1122332313098 88.0931360721588
248.248628254049 13.0753930211067
91.2556971600279 109.674676924944
246.156666523311 15.4325380921364
194.786137401592 25.3839736878872
132.222827664111 90.3690497279167
200.202079828829 39.4332579672337
105.564869625028 106.966198474169
188.746443439275 34.8458234071732
31.7057581353001 92.4597648978233
90.5541941081174 110.998039931059
188.256102832034 59.0343296825886
165.183570051566 84.4502065479755
86.1146668074653 110.529588967562
26.6258368352428 87.5675632357597
97.6999094532803 102.471400588751
202.253872292116 42.0597340464592
79.1183207212016 112.201099485159
207.742751682643 56.4082853496075
111.719931392465 109.240084111691
75.2710289522074 89.8951095342636
54.7705041798763 93.2643713951111
114.943962994497 103.385894864798
120.509134254884 90.5815814435482
212.313958867919 61.9361389577389
184.328936750535 34.8377014398575
63.549094832968 110.782267808914
188.478606455494 45.5256300568581
129.312484127004 99.357731461525
60.1496007083915 103.915097743273
185.432760122698 35.9859051704407
132.51053440338 91.0182223618031
55.5062215202488 88.0593383014202
94.9609980611131 97.3264347910881
143.589313955512 66.8507851362228
167.618860355578 28.5652482509613
51.1099774981849 91.8865540325642
35.7390803489834 90.0499458611012
90.9192215707153 93.096281170845
94.581260909792 102.87345033884
61.3809385299683 108.458551645279
127.012997722719 88.4570796787739
168.354064062238 81.3527230322361
108.692052967381 95.5178062021732
70.6213124268688 105.343987673521
214.806542267557 43.5775982737541
42.9368477128446 74.0884038805962
149.444604203571 91.8295168280602
108.843833132647 92.0575910806656
101.246979815885 87.7779656350613
99.1360873887315 104.63193500042
134.06440198794 77.6372650265694
200.66689631762 33.028204113245
67.7932009152137 94.6274612247944
54.7399296145886 107.46894723177
33.3548240074888 92.1929520666599
79.3298530187458 112.047581166029
146.904989829287 87.7864620983601
68.03383294167 112.588647603989
147.113905949984 60.680537134409
107.397447916679 95.5139755904675
58.120264286641 70.6678724884987
123.815117884893 94.7962264418602
38.7345938109793 85.5301804542542
86.3810352380387 110.224984884262
111.375278656837 108.876810193062
221.809890608769 20.1594292223454
72.8867640094832 88.7093085348606
218.930802110117 30.8103614449501
162.275362547487 79.0447978377342
77.7950460640714 93.5555001795292
153.321119290777 58.7712770700455
196.24998744484 39.482269346714
46.1972271963023 92.4518337249756
59.130171015393 101.924973905087
45.5655946168117 95.5607674121857
207.196862626355 58.4520294964314
103.422396959737 98.7011067867279
67.8037496218458 113.658992171288
79.440478252247 105.037978589535
135.777209986933 75.2456570267677
94.4302794998512 95.217666476965
154.241390226409 89.0092017650604
138.750304557383 91.1198298335075
127.804486412089 98.5652429461479
64.6140815182589 97.1584939956665
78.1059835655615 86.2208094894886
36.6989300563 92.5846812725067
98.471069898922 100.88814920187
162.373662828933 81.7473186850548
78.769476685673 93.5446110367775
213.169401908759 58.8890972733498
43.9840251556598 88.5525764524937
134.460448839702 81.0370469689369
70.8634883435443 109.538673460484
97.3630676101893 108.451565116644
57.2834058189765 106.211132735014
85.0246542040259 110.482522875071
62.8899016566575 83.1383010149002
76.871261861641 101.206678241491
81.7172198332846 99.7766426503658
246.887726694345 11.6617492735386
88.8104356518015 107.39297953248
82.9282385613769 102.268575131893
208.555269829463 62.6882352828979
33.2794628394768 92.0993391573429
118.191173934378 88.0470980107784
87.5160370306112 83.1676470935345
246.194046552293 14.6253425478935
220.672893086914 32.7577725946903
205.288238911424 43.9956643879414
104.999360675924 92.7949617505074
87.2319690994918 84.7417429685593
101.99167720601 90.0275438725948
217.414225126151 58.5534825325012
101.47994161956 95.029200643301
172.863327326719 72.9932194650173
78.3383651217446 96.9399192333221
211.052135665435 66.2577690184116
191.795128604863 60.3787195682526
80.991942494642 100.502077430487
126.358236863744 95.9313502013683
69.540549622383 102.587009400129
107.398681979626 98.322813808918
131.732856665738 94.7994402050972
211.015207719523 30.1129080057144
97.0903375027701 86.5090887546539
116.313640736509 93.2888146340847
228.268804111518 17.5290581583977
189.042277242523 32.2928224205971
70.2300953180529 111.725817590952
49.3398411446251 98.9386510252953
88.4017392583191 84.2758890688419
123.133274986874 99.3400454819202
150.602032756899 56.5006012320518
74.9287996892817 99.8319022655487
169.800200940575 91.5907306373119
197.091233027633 40.5788466334343
164.628548319452 26.2953351438046
219.723944858648 25.5754951536655
102.650167460553 86.9984792172909
173.937120268121 71.0677298605442
48.3968134294264 95.5189861953259
211.21557983011 59.9822182357311
112.432118513621 92.0087057352066
168.762412929442 82.3625305593014
56.7907064007595 94.265474408865
141.573834114708 76.1059042513371
107.285909122787 92.6939279735088
43.2152424925007 74.3181068301201
114.36227049632 88.1154407858849
113.555700618308 102.105199098587
216.256019839086 42.1518779098988
162.987147667911 82.0875272452831
204.397295545787 40.5624003410339
164.172357948963 78.4470140337944
166.250855644234 29.7270792722702
95.0427832496352 86.3982362449169
75.9279853207991 97.8098633289337
76.7637574714608 85.7041384577751
69.0019248840399 89.764897942543
37.5541489161551 92.9395638108253
17.8788481368683 79.530114531517
93.4157123076729 109.283489048481
23.6082146139815 85.3195320367813
245.178761431947 15.2323819994926
219.060808171052 62.2921932935715
131.149394693319 89.076944321394
101.667935767677 98.4174014627934
27.697412123438 89.5190570354462
68.5086702289991 103.59173977375
132.534477969632 79.7364049553871
103.268464901019 108.696272492409
95.1037361989729 84.3396873176098
116.718842712697 91.6363089382648
124.514784177765 92.284818649292
122.805786401499 105.45578250289
221.178586340044 34.6731734275818
125.307837009896 89.0364772379398
68.1742218458094 90.5185980796814
75.0272037955001 90.3606591820717
222.977714693639 18.8419610261917
210.519108863547 63.1636965572834
73.9870117101818 95.1937000453472
75.6734422999434 100.111726611853
95.6518319281749 93.1449283659458
88.2998637934215 90.9104734957218
